AXIS_ORDINATE_ID,IS_ABSTRACT_HEADER,CODE,ORDER,LEVEL,PATH,AXIS_ID,PARENT_AXIS_ORDINATE_ID,NAME,DESCRIPTION
EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2_208,,208,,,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_300 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_205 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_208 .,EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2,,Hedging derivatives. Other hedges,
EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2_209,,209,,,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_300 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_205 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_209 .,EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2,,Non-trading non-derivative financial assets measured at fair value to equity,
EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2_210,,210,,,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_300 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_210 .,EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2,,Other reserves,
EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2_215,,215,,,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_300 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_210 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_215 .,EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2,,Funds for general banking risks [if presented within equity],
EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2_220,,220,,,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_300 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_210 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_220 .,EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2,,"Reserves or accumulated losses of investments in subsidaries, joint ventures and associates accounted for using the equity method",
EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2_230,,230,,,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_300 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_210 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_230 .,EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2,,Other,
EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2_235,,235,,,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_300 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_235 .,EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2,,First consolidation differences,
EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2_240,,240,,,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_300 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_240 .,EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2,,(-) Treasury shares,
EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2_250,,250,,,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_300 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_250 .,EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2,,Profit or loss attributable to Owners of the parent,
EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2_260,,260,,,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_300 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_260 .,EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2,,(-) Interim dividends,
EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2_270,,270,,,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_300 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_270 .,EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2,,Minority interests [Non-controlling interests],
EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2_280,,280,,,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_300 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_270 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_280 .,EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2,,Accumulated Other Comprehensive Income,
EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2_290,,290,,,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_300 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_270 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_290 .,EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2,,Other items,
EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2_300,,300,,,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_300 .,EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2,,Total equity,
EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2_310,,310,,,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_310 .,EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2,,Total equity and total liabilities,
EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2_320,,320,,,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_300 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_090 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_095 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_320 .,EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2,,Changes in fair value of equity instruments measured at fair value through other comprehensive income,
EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2_330,,330,,,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_300 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_090 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_095 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_330 .,EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2,,Hedge ineffectiveness of fair value hedges for equity instruments measured at fair value through other comprehensive income,
EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2_340,,340,,,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_300 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_090 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_095 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_330 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_340 .,EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2,,Fair value changes of equity instruments measured at fair value through other comprehensive income [hedged item],
EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2_350,,350,,,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_300 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_090 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_095 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_330 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_350 .,EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2,,Fair value changes of equity instruments measured at fair value through other comprehensive income [hedging instrument],
EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2_360,,360,,,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_300 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_090 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_095 .,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2_360 .,EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2,,Change in fair value of a financial liability at fair value through profit or loss that is attributable to changes in the credit risk of that liability,
EBA_FINREP_EBA_F_01_03_FINREP_2_010,,010,,,EBA_FINREP_EBA_F_01.03_FINREP_2_010 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Capital,
EBA_FINREP_EBA_F_01_03_FINREP_2_020,,020,,,EBA_FINREP_EBA_F_01.03_FINREP_2_010 .,EBA_FINREP_EBA_F_01.03_FINREP_2_020 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Paid up capital,
EBA_FINREP_EBA_F_01_03_FINREP_2_030,,030,,,EBA_FINREP_EBA_F_01.03_FINREP_2_010 .,EBA_FINREP_EBA_F_01.03_FINREP_2_030 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Unpaid capital which has been called up,
EBA_FINREP_EBA_F_01_03_FINREP_2_040,,040,,,EBA_FINREP_EBA_F_01.03_FINREP_2_040 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Share premium,
EBA_FINREP_EBA_F_01_03_FINREP_2_050,,050,,,EBA_FINREP_EBA_F_01.03_FINREP_2_050 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Equity instruments issued other than capital,
EBA_FINREP_EBA_F_01_03_FINREP_2_060,,060,,,EBA_FINREP_EBA_F_01.03_FINREP_2_050 .,EBA_FINREP_EBA_F_01.03_FINREP_2_060 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Equity component of compound financial instruments,
EBA_FINREP_EBA_F_01_03_FINREP_2_070,,070,,,EBA_FINREP_EBA_F_01.03_FINREP_2_050 .,EBA_FINREP_EBA_F_01.03_FINREP_2_070 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Other equity instruments issued,
EBA_FINREP_EBA_F_01_03_FINREP_2_080,,080,,,EBA_FINREP_EBA_F_01.03_FINREP_2_080 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Other equity,
EBA_FINREP_EBA_F_01_03_FINREP_2_090,,090,,,EBA_FINREP_EBA_F_01.03_FINREP_2_090 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Accumulated other comprehensive income,
EBA_FINREP_EBA_F_01_03_FINREP_2_095,,095,,,EBA_FINREP_EBA_F_01.03_FINREP_2_095 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Items that will not be reclassified to profit and loss,
EBA_FINREP_EBA_F_01_03_FINREP_2_100,,100,,,EBA_FINREP_EBA_F_01.03_FINREP_2_095 .,EBA_FINREP_EBA_F_01.03_FINREP_2_100 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Tangible assets,
EBA_FINREP_EBA_F_01_03_FINREP_2_110,,110,,,EBA_FINREP_EBA_F_01.03_FINREP_2_095 .,EBA_FINREP_EBA_F_01.03_FINREP_2_110 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Intangible assets,
EBA_FINREP_EBA_F_01_03_FINREP_2_120,,120,,,EBA_FINREP_EBA_F_01.03_FINREP_2_095 .,EBA_FINREP_EBA_F_01.03_FINREP_2_120 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Actuarial gains or loss on defined benefit pension plans,
EBA_FINREP_EBA_F_01_03_FINREP_2_122,,122,,,EBA_FINREP_EBA_F_01.03_FINREP_2_095 .,EBA_FINREP_EBA_F_01.03_FINREP_2_122 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Non-current assets and disposal groups classified as held for sale,
EBA_FINREP_EBA_F_01_03_FINREP_2_124,,124,,,EBA_FINREP_EBA_F_01.03_FINREP_2_095 .,EBA_FINREP_EBA_F_01.03_FINREP_2_124 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,"Share of other recognised income and expense of investments in subsidiaries, joint ventures and associates",
EBA_FINREP_EBA_F_01_03_FINREP_2_128,,128,,,EBA_FINREP_EBA_F_01.03_FINREP_2_095 .,EBA_FINREP_EBA_F_01.03_FINREP_2_128 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Items that may be reclassified to profit and loss,
EBA_FINREP_EBA_F_01_03_FINREP_2_130,,130,,,EBA_FINREP_EBA_F_01.03_FINREP_2_095 .,EBA_FINREP_EBA_F_01.03_FINREP_2_130 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Hedges of net investments in foreign operations [effective portion],
EBA_FINREP_EBA_F_01_03_FINREP_2_140,,140,,,EBA_FINREP_EBA_F_01.03_FINREP_2_095 .,EBA_FINREP_EBA_F_01.03_FINREP_2_140 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Foreign currency translation,
EBA_FINREP_EBA_F_01_03_FINREP_2_150,,150,,,EBA_FINREP_EBA_F_01.03_FINREP_2_095 .,EBA_FINREP_EBA_F_01.03_FINREP_2_150 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Hedging derivatives. Cash flow hedges [effective portion],
EBA_FINREP_EBA_F_01_03_FINREP_2_160,,160,,,EBA_FINREP_EBA_F_01.03_FINREP_2_095 .,EBA_FINREP_EBA_F_01.03_FINREP_2_160 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Available-for-sale financial assets,
EBA_FINREP_EBA_F_01_03_FINREP_2_170,,170,,,EBA_FINREP_EBA_F_01.03_FINREP_2_095 .,EBA_FINREP_EBA_F_01.03_FINREP_2_170 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Non-current assets and disposal groups classified as held for sale,
EBA_FINREP_EBA_F_01_03_FINREP_2_180,,180,,,EBA_FINREP_EBA_F_01.03_FINREP_2_095 .,EBA_FINREP_EBA_F_01.03_FINREP_2_180 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,"Share of other recognised income and expense of investments in subsidiaries, joint ventures and associates",
EBA_FINREP_EBA_F_01_03_FINREP_2_190,,190,,,EBA_FINREP_EBA_F_01.03_FINREP_2_190 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Retained earnings,
EBA_FINREP_EBA_F_01_03_FINREP_2_200,,200,,,EBA_FINREP_EBA_F_01.03_FINREP_2_200 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Revaluation reserves,
EBA_FINREP_EBA_F_01_03_FINREP_2_201,,201,,,EBA_FINREP_EBA_F_01.03_FINREP_2_200 .,EBA_FINREP_EBA_F_01.03_FINREP_2_201 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Tangible assets,
EBA_FINREP_EBA_F_01_03_FINREP_2_202,,202,,,EBA_FINREP_EBA_F_01.03_FINREP_2_200 .,EBA_FINREP_EBA_F_01.03_FINREP_2_202 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Equity instruments,
EBA_FINREP_EBA_F_01_03_FINREP_2_203,,203,,,EBA_FINREP_EBA_F_01.03_FINREP_2_200 .,EBA_FINREP_EBA_F_01.03_FINREP_2_203 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Debt securities,
EBA_FINREP_EBA_F_01_03_FINREP_2_204,,204,,,EBA_FINREP_EBA_F_01.03_FINREP_2_200 .,EBA_FINREP_EBA_F_01.03_FINREP_2_204 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Other,
EBA_FINREP_EBA_F_01_03_FINREP_2_205,,205,,,EBA_FINREP_EBA_F_01.03_FINREP_2_205 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Fair value reserves,
EBA_FINREP_EBA_F_01_03_FINREP_2_206,,206,,,EBA_FINREP_EBA_F_01.03_FINREP_2_205 .,EBA_FINREP_EBA_F_01.03_FINREP_2_206 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Hedges of net investments in foreign operations,
EBA_FINREP_EBA_F_01_03_FINREP_2_207,,207,,,EBA_FINREP_EBA_F_01.03_FINREP_2_205 .,EBA_FINREP_EBA_F_01.03_FINREP_2_207 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Hedging derivatives. Cash flow hedges,
EBA_FINREP_EBA_F_01_03_FINREP_2_208,,208,,,EBA_FINREP_EBA_F_01.03_FINREP_2_205 .,EBA_FINREP_EBA_F_01.03_FINREP_2_208 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Hedging derivatives. Other hedges,
EBA_FINREP_EBA_F_01_03_FINREP_2_209,,209,,,EBA_FINREP_EBA_F_01.03_FINREP_2_205 .,EBA_FINREP_EBA_F_01.03_FINREP_2_209 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Non-trading non-derivative financial assets measured at fair value to equity,
EBA_FINREP_EBA_F_01_03_FINREP_2_210,,210,,,EBA_FINREP_EBA_F_01.03_FINREP_2_210 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Other reserves,
EBA_FINREP_EBA_F_01_03_FINREP_2_215,,215,,,EBA_FINREP_EBA_F_01.03_FINREP_2_210 .,EBA_FINREP_EBA_F_01.03_FINREP_2_215 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Funds for general banking risks [if presented within equity],
EBA_FINREP_EBA_F_01_03_FINREP_2_220,,220,,,EBA_FINREP_EBA_F_01.03_FINREP_2_210 .,EBA_FINREP_EBA_F_01.03_FINREP_2_220 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,"Reserves or accumulated losses of investments in subsidiaries, joint ventures and associates",
EBA_FINREP_EBA_F_01_03_FINREP_2_230,,230,,,EBA_FINREP_EBA_F_01.03_FINREP_2_210 .,EBA_FINREP_EBA_F_01.03_FINREP_2_230 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Other,
EBA_FINREP_EBA_F_01_03_FINREP_2_235,,235,,,EBA_FINREP_EBA_F_01.03_FINREP_2_235 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,First consolidation differences,
EBA_FINREP_EBA_F_01_03_FINREP_2_240,,240,,,EBA_FINREP_EBA_F_01.03_FINREP_2_240 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,(-) Treasury shares,
EBA_FINREP_EBA_F_01_03_FINREP_2_250,,250,,,EBA_FINREP_EBA_F_01.03_FINREP_2_250 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Profit or loss attributable to Owners of the parent,
EBA_FINREP_EBA_F_01_03_FINREP_2_260,,260,,,EBA_FINREP_EBA_F_01.03_FINREP_2_260 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,(-) Interim dividends,
EBA_FINREP_EBA_F_01_03_FINREP_2_270,,270,,,EBA_FINREP_EBA_F_01.03_FINREP_2_270 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Minority interests [Non-controlling interests],
EBA_FINREP_EBA_F_01_03_FINREP_2_280,,280,,,EBA_FINREP_EBA_F_01.03_FINREP_2_270 .,EBA_FINREP_EBA_F_01.03_FINREP_2_280 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Accumulated Other Comprehensive Income,
EBA_FINREP_EBA_F_01_03_FINREP_2_290,,290,,,EBA_FINREP_EBA_F_01.03_FINREP_2_270 .,EBA_FINREP_EBA_F_01.03_FINREP_2_290 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Other items,
EBA_FINREP_EBA_F_01_03_FINREP_2_300,,300,,,EBA_FINREP_EBA_F_01.03_FINREP_2_300 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Total equity,
EBA_FINREP_EBA_F_01_03_FINREP_2_310,,310,,,EBA_FINREP_EBA_F_01.03_FINREP_2_310 .,EBA_FINREP_EBA_F_01_03_FINREP_2,,Total equity and total liabilities,
EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_1_0010,,0010,,,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_1_0010.,EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_1,,Carrying amount,
EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2_0010,,0010,,,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0300.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0010.,EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2,,Capital,
EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2_0020,,0020,,,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0300.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0010.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0020.,EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2,,Paid up capital,
EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2_0030,,0030,,,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0300.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0010.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0030.,EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2,,Unpaid capital which has been called up,
EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2_0040,,0040,,,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0300.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0040.,EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2,,Share premium,
EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2_0050,,0050,,,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0300.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0050.,EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2,,Equity instruments issued other than capital,
EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2_0060,,0060,,,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0300.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0050.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0060.,EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2,,Equity component of compound financial instruments,
EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2_0070,,0070,,,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0300.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0050.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0070.,EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2,,Other equity instruments issued,
EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2_0080,,0080,,,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0300.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0080.,EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2,,Other equity,
EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2_0090,,0090,,,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0300.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0090.,EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2,,Accumulated other comprehensive income,
EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2_0095,,0095,,,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0300.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0090.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0095.,EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2,,Items that will not be reclassified to profit and loss,
EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2_0100,,0100,,,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0300.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0090.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0095.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0100.,EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2,,Tangible assets,
EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2_0110,,0110,,,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0300.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0090.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0095.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0110.,EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2,,Intangible assets,
EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2_0120,,0120,,,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0300.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0090.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0095.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0120.,EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2,,Actuarial gains or loss on defined benefit pension plans,
EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2_0122,,0122,,,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0300.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0090.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0095.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0122.,EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2,,Non-current assets and disposal groups classified as held for sale,
EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2_0124,,0124,,,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0300.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0090.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0095.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0124.,EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2,,"Share of other recognised income and expense of investments in subsidiaries, joint ventures and associates",
EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2_0128,,0128,,,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0300.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0090.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0128.,EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2,,Items that may be reclassified to profit and loss,
EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2_0130,,0130,,,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0300.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0090.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0128.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0130.,EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2,,Hedges of net investments in foreign operations [effective portion],
EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2_0140,,0140,,,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0300.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0090.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0128.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0140.,EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2,,Foreign currency translation,
EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2_0150,,0150,,,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0300.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0090.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0128.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0150.,EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2,,Hedging derivatives. Cash flow hedges reserve (effective portion),
EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2_0155,,0155,,,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0300.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0090.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0128.,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2_0155.,EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2,,Fair value changes of debt instruments measured at fair value through other comprehensive income,
